A	filename	PSG filename
BF	total_N2_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in N2 stage.
BG	total_N3_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in N3 stage.
BH	total_R_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV) in REM stage.
BI	total_neg_amp_uV	Total - Average slow wave negative peak amplitude (uV).
BJ	total_N1_neg_sec	Total - Average slow wave negative duration (ms) in N1 stage.
BK	total_N2_neg_sec	Total - Average slow wave negative duration (ms) in N2 stage.
BL	total_N3_neg_sec	Total - Average slow wave negative duration (ms) in N3 stage.
BM	total_R_neg_sec	Total - Average slow wave negative duration (ms) in REM stage.
BN	total_neg_sec	Total - Average slow wave negative duration (ms)
BO	total_N1_pos_sec	Total - Average slow wave positive duration (ms) in N1 stage.
BP	total_N2_pos_sec	Total - Average slow wave positive duration (ms) in N2 stage.
BQ	total_N3_pos_sec	Total - Average slow wave positive duration (ms) in N3 stage.
BR	total_R_pos_sec	Total - Average slow wave positive duration (ms) in REM stage.
BS	total_pos_sec	Total -  Average slow wave positive duration (ms)
BT	total_N1_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
BU	total_N2_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
BV	total_N3_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
BW	total_R_slope_0_min	Total - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
BX	total_slope_0_min	Total -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
BY	total_N1_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in N1 stage.
BZ	total_N2_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in N2 stage.
CA	total_N3_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in N3 stage.
CB	total_R_slope_min_max	Total - Average slow wave slope (uV/s) from min to the max in REM stage.
CC	total_slope_min_max	Total -  Average slow wave slope (uV/s) from min to the max.
CD	total_N1_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
CE	total_N2_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
CF	total_N3_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
CG	total_R_slope_max_0	Total - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
CH	total_slope_max_0	Total -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
CI	total_N1_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in N1 stage.
CJ	total_N2_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in N2 stage.
CK	total_N3_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in N3 stage.
CL	total_R_trans_freq_Hz	Total -  Average slow wave transition frequency (Hz) in REM stage.
CM	total_trans_freq_Hz	Total -   Average slow wave transition frequency (Hz)
CN	cyc1_valid_min	Cycle 1 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
CO	cyc1_N1_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
CP	cyc1_N2_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
CQ	cyc1_N3_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
CR	cyc1_R_valid_min	Cycle 1 - Valid (no artifact) duration (min) in REM stage available for detection.
CS	cyc1_min	Cycle 1 duration (min) minus the REM periods if excluded.
CT	cyc1_N1_sw_count	Cycle 1 - Slow wave count in N1 stage.
CU	cyc1_N2_sw_count	Cycle 1 - Slow wave count in N2 stage.
CV	cyc1_N3_sw_count	Cycle 1 - Slow wave count in N3 stage.
CW	cyc1_R_sw_count	Cycle 1 - Slow wave count in REM stage.
CX	cyc1_sw_count	Cycle 1 - Slow wave count in all stages.
CY	cyc1_N1_sw_sec	Cycle 1 - Average slow wave duration (s) in N1 stage.
CZ	cyc1_N2_sw_sec	Cycle 1 - Average slow wave duration (s) in N2 stage.
DA	cyc1_N3_sw_sec	Cycle 1 - Average slow wave duration (s) in N3 stage.
DB	cyc1_R_sw_sec	Cycle 1 - Average slow wave duration (s) in REM stage.
DC	cyc1_sw_sec	Cycle 1 - Average slow wave duration (s)
DD	cyc1_N1_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
DE	cyc1_N2_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
DF	cyc1_N3_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
DG	cyc1_R_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
DH	cyc1_pkpk_amp_uV	Cycle 1 - Average slow wave peak-to-peak amplitude (uV)
DI	cyc1_N1_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
DJ	cyc1_N2_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
DK	cyc1_N3_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
DL	cyc1_R_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
DM	cyc1_freq_Hz	Cycle 1 - Slow wave frequency (Hz) (inverse of the duration).
DN	cyc1_N1_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in N1 stage.
DO	cyc1_N2_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in N2 stage.
DP	cyc1_N3_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in N3 stage.
DQ	cyc1_R_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV) in REM stage.
DR	cyc1_neg_amp_uV	Cycle 1 - Average slow wave negative peak amplitude (uV).
DS	cyc1_N1_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in N1 stage.
DT	cyc1_N2_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in N2 stage.
DU	cyc1_N3_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in N3 stage.
DV	cyc1_R_neg_sec	Cycle 1 - Average slow wave negative duration (ms) in REM stage.
DW	cyc1_neg_sec	Cycle 1 - Average slow wave negative duration (ms)
DX	cyc1_N1_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in N1 stage.
DY	cyc1_N2_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in N2 stage.
DZ	cyc1_N3_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in N3 stage.
EA	cyc1_R_pos_sec	Cycle 1 - Average slow wave positive duration (ms) in REM stage.
EB	cyc1_pos_sec	Cycle 1 -  Average slow wave positive duration (ms)
EC	cyc1_N1_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
ED	cyc1_N2_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
EE	cyc1_N3_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
EF	cyc1_R_slope_0_min	Cycle 1 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
EG	cyc1_slope_0_min	Cycle 1 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
EH	cyc1_N1_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in N1 stage.
EI	cyc1_N2_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in N2 stage.
EJ	cyc1_N3_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in N3 stage.
EK	cyc1_R_slope_min_max	Cycle 1 - Average slow wave slope (uV/s) from min to the max in REM stage.
EL	cyc1_slope_min_max	Cycle 1 -  Average slow wave slope (uV/s) from min to the max.
EM	cyc1_N1_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
EN	cyc1_N2_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
EO	cyc1_N3_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
EP	cyc1_R_slope_max_0	Cycle 1 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
EQ	cyc1_slope_max_0	Cycle 1 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
ER	cyc1_N1_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in N1 stage.
ES	cyc1_N2_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in N2 stage.
ET	cyc1_N3_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in N3 stage.
EU	cyc1_R_trans_freq_Hz	Cycle 1 -  Average slow wave transition frequency (Hz) in REM stage.
EV	cyc1_trans_freq_Hz	Cycle 1 -   Average slow wave transition frequency (Hz)
EW	cyc2_valid_min	Cycle 2 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
EX	cyc2_N1_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
EY	cyc2_N2_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
EZ	cyc2_N3_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
FA	cyc2_R_valid_min	Cycle 2 - Valid (no artifact) duration (min) in REM stage available for detection.
FB	cyc2_min	Cycle 2 duration (min) minus the REM periods if excluded.
FC	cyc2_N1_sw_count	Cycle 2 - Slow wave count in N1 stage.
FD	cyc2_N2_sw_count	Cycle 2 - Slow wave count in N2 stage.
FE	cyc2_N3_sw_count	Cycle 2 - Slow wave count in N3 stage.
FF	cyc2_R_sw_count	Cycle 2 - Slow wave count in REM stage.
FG	cyc2_sw_count	Cycle 2 - Slow wave count in all stages.
FH	cyc2_N1_sw_sec	Cycle 2 - Average slow wave duration (s) in N1 stage.
FI	cyc2_N2_sw_sec	Cycle 2 - Average slow wave duration (s) in N2 stage.
FJ	cyc2_N3_sw_sec	Cycle 2 - Average slow wave duration (s) in N3 stage.
FK	cyc2_R_sw_sec	Cycle 2 - Average slow wave duration (s) in REM stage.
FL	cyc2_sw_sec	Cycle 2 - Average slow wave duration (s)
FM	cyc2_N1_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
FN	cyc2_N2_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
FO	cyc2_N3_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
FP	cyc2_R_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
FQ	cyc2_pkpk_amp_uV	Cycle 2 - Average slow wave peak-to-peak amplitude (uV)
FR	cyc2_N1_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
FS	cyc2_N2_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
FT	cyc2_N3_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
FU	cyc2_R_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
FV	cyc2_freq_Hz	Cycle 2 - Slow wave frequency (Hz) (inverse of the duration).
FW	cyc2_N1_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in N1 stage.
FX	cyc2_N2_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in N2 stage.
FY	cyc2_N3_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in N3 stage.
FZ	cyc2_R_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV) in REM stage.
GA	cyc2_neg_amp_uV	Cycle 2 - Average slow wave negative peak amplitude (uV).
GB	cyc2_N1_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in N1 stage.
GC	cyc2_N2_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in N2 stage.
GD	cyc2_N3_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in N3 stage.
GE	cyc2_R_neg_sec	Cycle 2 - Average slow wave negative duration (ms) in REM stage.
GF	cyc2_neg_sec	Cycle 2 - Average slow wave negative duration (ms)
GG	cyc2_N1_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in N1 stage.
GH	cyc2_N2_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in N2 stage.
GI	cyc2_N3_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in N3 stage.
GJ	cyc2_R_pos_sec	Cycle 2 - Average slow wave positive duration (ms) in REM stage.
GK	cyc2_pos_sec	Cycle 2 -  Average slow wave positive duration (ms)
GL	cyc2_N1_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
GM	cyc2_N2_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
GN	cyc2_N3_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
GO	cyc2_R_slope_0_min	Cycle 2 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
GP	cyc2_slope_0_min	Cycle 2 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
GQ	cyc2_N1_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in N1 stage.
GR	cyc2_N2_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in N2 stage.
GS	cyc2_N3_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in N3 stage.
GT	cyc2_R_slope_min_max	Cycle 2 - Average slow wave slope (uV/s) from min to the max in REM stage.
GU	cyc2_slope_min_max	Cycle 2 -  Average slow wave slope (uV/s) from min to the max.
GV	cyc2_N1_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
GW	cyc2_N2_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
GX	cyc2_N3_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
GY	cyc2_R_slope_max_0	Cycle 2 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
GZ	cyc2_slope_max_0	Cycle 2 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
HA	cyc2_N1_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in N1 stage.
HB	cyc2_N2_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in N2 stage.
HC	cyc2_N3_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in N3 stage.
HD	cyc2_R_trans_freq_Hz	Cycle 2 -  Average slow wave transition frequency (Hz) in REM stage.
HE	cyc2_trans_freq_Hz	Cycle 2 -   Average slow wave transition frequency (Hz)
HF	cyc3_valid_min	Cycle 3 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
HG	cyc3_N1_valid_min	Cycle 3 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
HH	cyc3_N2_valid_min	Cycle 3 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
HI	cyc3_N3_valid_min	Cycle 3 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
HJ	cyc3_R_valid_min	Cycle 3 - Valid (no artifact) duration (min) in REM stage available for detection.
HK	cyc3_min	Cycle 3 duration (min) minus the REM periods if excluded.
HL	cyc3_N1_sw_count	Cycle 3 - Slow wave count in N1 stage.
HM	cyc3_N2_sw_count	Cycle 3 - Slow wave count in N2 stage.
HN	cyc3_N3_sw_count	Cycle 3 - Slow wave count in N3 stage.
HO	cyc3_R_sw_count	Cycle 3 - Slow wave count in REM stage.
HP	cyc3_sw_count	Cycle 3 - Slow wave count in all stages.
HQ	cyc3_N1_sw_sec	Cycle 3 - Average slow wave duration (s) in N1 stage.
HR	cyc3_N2_sw_sec	Cycle 3 - Average slow wave duration (s) in N2 stage.
HS	cyc3_N3_sw_sec	Cycle 3 - Average slow wave duration (s) in N3 stage.
HT	cyc3_R_sw_sec	Cycle 3 - Average slow wave duration (s) in REM stage.
HU	cyc3_sw_sec	Cycle 3 - Average slow wave duration (s)
HV	cyc3_N1_pkpk_amp_uV	Cycle 3 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
HW	cyc3_N2_pkpk_amp_uV	Cycle 3 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
HX	cyc3_N3_pkpk_amp_uV	Cycle 3 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
HY	cyc3_R_pkpk_amp_uV	Cycle 3 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
HZ	cyc3_pkpk_amp_uV	Cycle 3 - Average slow wave peak-to-peak amplitude (uV)
IA	cyc3_N1_freq_Hz	Cycle 3 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
IB	cyc3_N2_freq_Hz	Cycle 3 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
IC	cyc3_N3_freq_Hz	Cycle 3 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
ID	cyc3_R_freq_Hz	Cycle 3 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
IE	cyc3_freq_Hz	Cycle 3 - Slow wave frequency (Hz) (inverse of the duration).
IF	cyc3_N1_neg_amp_uV	Cycle 3 - Average slow wave negative peak amplitude (uV) in N1 stage.
IG	cyc3_N2_neg_amp_uV	Cycle 3 - Average slow wave negative peak amplitude (uV) in N2 stage.
IH	cyc3_N3_neg_amp_uV	Cycle 3 - Average slow wave negative peak amplitude (uV) in N3 stage.
II	cyc3_R_neg_amp_uV	Cycle 3 - Average slow wave negative peak amplitude (uV) in REM stage.
IJ	cyc3_neg_amp_uV	Cycle 3 - Average slow wave negative peak amplitude (uV).
IK	cyc3_N1_neg_sec	Cycle 3 - Average slow wave negative duration (ms) in N1 stage.
IL	cyc3_N2_neg_sec	Cycle 3 - Average slow wave negative duration (ms) in N2 stage.
IM	cyc3_N3_neg_sec	Cycle 3 - Average slow wave negative duration (ms) in N3 stage.
IN	cyc3_R_neg_sec	Cycle 3 - Average slow wave negative duration (ms) in REM stage.
IO	cyc3_neg_sec	Cycle 3 - Average slow wave negative duration (ms)
IP	cyc3_N1_pos_sec	Cycle 3 - Average slow wave positive duration (ms) in N1 stage.
IQ	cyc3_N2_pos_sec	Cycle 3 - Average slow wave positive duration (ms) in N2 stage.
IR	cyc3_N3_pos_sec	Cycle 3 - Average slow wave positive duration (ms) in N3 stage.
IS	cyc3_R_pos_sec	Cycle 3 - Average slow wave positive duration (ms) in REM stage.
IT	cyc3_pos_sec	Cycle 3 -  Average slow wave positive duration (ms)
IU	cyc3_N1_slope_0_min	Cycle 3 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
IV	cyc3_N2_slope_0_min	Cycle 3 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
IW	cyc3_N3_slope_0_min	Cycle 3 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
IX	cyc3_R_slope_0_min	Cycle 3 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
IY	cyc3_slope_0_min	Cycle 3 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
IZ	cyc3_N1_slope_min_max	Cycle 3 - Average slow wave slope (uV/s) from min to the max in N1 stage.
JA	cyc3_N2_slope_min_max	Cycle 3 - Average slow wave slope (uV/s) from min to the max in N2 stage.
JB	cyc3_N3_slope_min_max	Cycle 3 - Average slow wave slope (uV/s) from min to the max in N3 stage.
JC	cyc3_R_slope_min_max	Cycle 3 - Average slow wave slope (uV/s) from min to the max in REM stage.
JD	cyc3_slope_min_max	Cycle 3 -  Average slow wave slope (uV/s) from min to the max.
JE	cyc3_N1_slope_max_0	Cycle 3 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
JF	cyc3_N2_slope_max_0	Cycle 3 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
JG	cyc3_N3_slope_max_0	Cycle 3 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
JH	cyc3_R_slope_max_0	Cycle 3 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
JI	cyc3_slope_max_0	Cycle 3 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
JJ	cyc3_N1_trans_freq_Hz	Cycle 3 -  Average slow wave transition frequency (Hz) in N1 stage.
JK	cyc3_N2_trans_freq_Hz	Cycle 3 -  Average slow wave transition frequency (Hz) in N2 stage.
JL	cyc3_N3_trans_freq_Hz	Cycle 3 -  Average slow wave transition frequency (Hz) in N3 stage.
JM	cyc3_R_trans_freq_Hz	Cycle 3 -  Average slow wave transition frequency (Hz) in REM stage.
JN	cyc3_trans_freq_Hz	Cycle 3 -   Average slow wave transition frequency (Hz)
JO	cyc4_valid_min	Cycle 4 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
JP	cyc4_N1_valid_min	Cycle 4 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
JQ	cyc4_N2_valid_min	Cycle 4 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
JR	cyc4_N3_valid_min	Cycle 4 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
JS	cyc4_R_valid_min	Cycle 4 - Valid (no artifact) duration (min) in REM stage available for detection.
JT	cyc4_min	Cycle 4 duration (min) minus the REM periods if excluded.
JU	cyc4_N1_sw_count	Cycle 4 - Slow wave count in N1 stage.
JV	cyc4_N2_sw_count	Cycle 4 - Slow wave count in N2 stage.
JW	cyc4_N3_sw_count	Cycle 4 - Slow wave count in N3 stage.
JX	cyc4_R_sw_count	Cycle 4 - Slow wave count in REM stage.
JY	cyc4_sw_count	Cycle 4 - Slow wave count in all stages.
JZ	cyc4_N1_sw_sec	Cycle 4 - Average slow wave duration (s) in N1 stage.
KA	cyc4_N2_sw_sec	Cycle 4 - Average slow wave duration (s) in N2 stage.
KB	cyc4_N3_sw_sec	Cycle 4 - Average slow wave duration (s) in N3 stage.
KC	cyc4_R_sw_sec	Cycle 4 - Average slow wave duration (s) in REM stage.
KD	cyc4_sw_sec	Cycle 4 - Average slow wave duration (s)
KE	cyc4_N1_pkpk_amp_uV	Cycle 4 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
KF	cyc4_N2_pkpk_amp_uV	Cycle 4 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
KG	cyc4_N3_pkpk_amp_uV	Cycle 4 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
KH	cyc4_R_pkpk_amp_uV	Cycle 4 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
KI	cyc4_pkpk_amp_uV	Cycle 4 - Average slow wave peak-to-peak amplitude (uV)
KJ	cyc4_N1_freq_Hz	Cycle 4 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
